"DT";"DEAL_ID";"BALMAIN";"BALPRMN";"PRODUCT";"CURCODENUM";"CURCODE";"DOCBEGINDATE";"ENDDATEWOPROLONG";"ENDDATEWITHPROLONG";"OVERDUETERMMAINDAY";"OVERDUETERMPERCDAY";"OVERDUEDATEMAIN";"OVERDUEDATEPERC";"DOCSUMCUR";"DOCSUMRUR";"MAINRESTCUR";"MAINRESTRUR";"PRMNRESTCUR";"PRMNRESTRUR";"DOCPROCRATE";"SUMNACHPERCBALCUR";"SUMNACHPERCBALRUR";"SUMPRPERCBALCUR";"SUMPRPERCBALRUR";"RISKGROUP254";"RESERVERATERPBU";"SUMRESERVEMAINRPBU";"SUMRESERVEPRMNRPBU";"SUMRESERVEPRMN";"SUMRESERVEPRPR"
31.03.2020;64721990;"47801";;"Ипотека";"810";"Рубли";09.09.2013;09.09.2033;09.09.2033;;;;;4150000;4150000;3397547.02;3397547.02;;;13.5;;;;;"2";3;101926.41;;;
31.03.2020;64729026;"45507";;"Ипотека";"810";"Рубли";29.04.2016;18.10.2029;18.10.2029;;;;;3443261.18;3443261.18;2104951.14;2104951.14;;;13.5;653563.09;653563.09;;;"4";52;1094574.59;;339852.81;
31.03.2020;64730535;"47801";"45815";"Ипотека";"810";"Рубли";05.03.2008;04.03.2033;04.03.2033;1;1;31.03.2020;31.03.2020;4680000;4680000;1182184.21;1182184.21;2954.33;2954.33;12;;;11712.75;11712.75;"2";1.5;17732.76;44.31;;175.69
31.03.2020;64732305;"47801";;"Ипотека";"810";"Рубли";12.12.2012;12.12.2026;12.12.2026;;;;;600000;600000;363865.37;363865.37;;;12;;;;;"2";0.35;1273.53;;;
31.03.2020;64735472;;"45815";"Ипотека";"810";"Рубли";13.03.2007;12.03.2017;12.03.2017;2163;3136;30.04.2014;31.08.2011;42000000;42000000;;;8560014.82;8560014.82;16;;;19612276.84;19612276.84;"5";100;;8560014.82;;19612276.84
31.03.2020;64739949;"47801";;"Потреб";"810";"Рубли";15.12.2006;14.12.2021;14.12.2021;;;;;1950000;1950000;224626.84;224626.84;;;13.5;;;;;"2";0.5;1123.13;;;
31.03.2020;64741175;"47801";;"Ипотека";"810";"Рубли";07.05.2008;06.05.2029;06.05.2029;;;;;1260000;1260000;491555.97;491555.97;;;12;;;;;"2";0.35;1720.45;;;
31.03.2020;64743284;"47801";;"Ипотека";"810";"Рубли";12.03.2014;12.03.2029;12.03.2029;;;;;530000;530000;416441.89;416441.89;;;12;;;;;"2";0.35;1457.55;;;
31.03.2020;64744381;"45507";"45815";"Потреб";"810";"Рубли";16.05.2013;16.05.2023;16.05.2023;1;1;31.03.2020;31.03.2020;50000000;50000000;2380711.16;2380711.16;49596.65;49596.65;14.75;;;30403.35;30403.35;"1";0;;;;
31.03.2020;64745288;"47801";"45815";"Ипотека";"810";"Рубли";17.06.2014;16.06.2034;16.06.2034;1;1;31.03.2020;31.03.2020;800000;800000;309556.64;309556.64;564.9;564.9;13.3;;;3453.71;3453.71;"2";1.5;4643.35;8.47;;51.81
31.03.2020;64746336;;"45815";"Потреб";"810";"Рубли";06.05.2014;03.05.2019;03.05.2019;1608;1577;06.11.2015;07.12.2015;374847.01;374847.01;;;301159.54;301159.54;18;3497.07;3497.07;227422.99;227422.99;"5";100;;301159.54;3497.07;227422.99
31.03.2020;64749729;"47801";;"Потреб";"810";"Рубли";01.02.2007;31.01.2022;31.01.2022;;;;;1150000;1150000;281091.5;281091.5;;;13.5;;;;;"2";0.5;1405.46;;;
31.03.2020;64753178;"47801";;"Ипотека";"810";"Рубли";23.04.2012;31.03.2042;31.03.2042;;;;;1999854.36;1999854.36;950431.67;950431.67;;;12.75;;;;;"2";0.35;3326.51;;;
31.03.2020;64757890;"47801";"45815";"Ипотека";"810";"Рубли";24.08.2007;15.08.2022;15.08.2022;1;1;31.03.2020;31.03.2020;5000000;5000000;1115774.1;1115774.1;34184.89;34184.89;12;;;11287.4;11287.4;"2";1.5;16736.61;512.79;;169.31
31.03.2020;64758874;"47801";;"Ипотека";"810";"Рубли";30.07.2013;30.07.2028;30.07.2028;;;;;1238000;1238000;946823.52;946823.52;;;13;;;;;"2";0.35;3313.88;;;
31.03.2020;64761744;;;"Потреб";"810";"Рубли";30.09.2014;27.09.2019;27.09.2019;;1706;;31.07.2015;401800;401800;;;;;0;;;37341.01;37341.01;"5";100;;;;37341.01
31.03.2020;64762467;"47801";;"Ипотека";"810";"Рубли";11.03.2008;10.03.2033;10.03.2033;;;;;3600000;3600000;2638233.62;2638233.62;;;11;;;;;"2";0.35;9233.82;;;
31.03.2020;64762523;"47801";"45815";"Ипотека";"810";"Рубли";02.08.2007;01.08.2022;01.08.2022;61;61;31.01.2020;31.01.2020;9000000;9000000;2657702.24;2657702.24;251527.52;251527.52;13;;;94033.3;94033.3;"3";10;265770.22;25152.75;;9403.33
31.03.2020;64763805;"47801";;"Ипотека";"810";"Рубли";23.10.2013;23.10.2033;23.10.2033;;;;;1260000;1260000;730818.71;730818.71;;;13.25;;;;;"2";0.35;2557.87;;;
31.03.2020;64764536;"47801";;"Ипотека";"810";"Рубли";14.02.2012;14.02.2037;14.02.2037;;;;;2080000;2080000;1917461.63;1917461.63;;;12.5;;;;;"2";0.35;6711.12;;;
31.03.2020;64771712;"47801";"45815";"Ипотека";"810";"Рубли";19.07.2012;19.07.2032;19.07.2032;1;1;31.03.2020;31.03.2020;936000;936000;756152.36;756152.36;2140.05;2140.05;12;;;6325.87;6325.87;"2";1.5;11342.29;32.1;;94.89
31.03.2020;64771799;"47801";;"Ипотека";"810";"Рубли";05.12.2011;05.12.2026;05.12.2026;;;;;2280000;2280000;1485547.85;1485547.85;;;11.75;;;;;"2";0.35;5199.42;;;
31.03.2020;64782008;;"45815";"Ипотека";"810";"Рубли";21.08.2008;20.08.2018;20.08.2018;4170;3745;31.10.2008;30.12.2009;2849446;2849446;;;2839510.01;2839510.01;0.1;;;1470295.83;1470295.83;"5";100;;2839510.01;;1470295.83
31.03.2020;64782798;;"45815";"Ипотека";"810";"Рубли";25.06.2008;22.09.2017;22.09.2017;1309;1218;31.08.2016;30.11.2016;2300000;2300000;;;2068202.93;2068202.93;11;;;769174.96;769174.96;"5";100;;2068202.93;;769174.96
31.03.2020;64784974;"47801";;"Ипотека";"810";"Рубли";10.10.2006;09.10.2026;09.10.2026;;;;;550000;550000;261055.33;261055.33;;;14;;;;;"2";0.35;913.69;;;
31.03.2020;64785149;"47801";;"Ипотека";"810";"Рубли";03.06.2008;02.06.2033;02.06.2033;;;;;1439000;1439000;668236;668236;;;12;;;;;"2";0.35;2338.83;;;
31.03.2020;64788377;"47801";;"Ипотека";"810";"Рубли";26.12.2013;26.12.2028;26.12.2028;;;;;1530000;1530000;876714.65;876714.65;;;13.5;;;;;"2";0.35;3068.5;;;
31.03.2020;64789984;"47801";;"Потреб";"810";"Рубли";11.08.2006;10.08.2021;10.08.2021;;;;;1000000;1000000;142284.99;142284.99;;;14;;;;;"2";0.5;711.42;;;
31.03.2020;64796070;;"45815";"Потреб";"810";"Рубли";25.03.2013;20.03.2015;20.03.2015;2018;1988;22.09.2014;22.10.2014;1300000;1300000;;;340626.28;340626.28;19.5;;;367255.64;367255.64;"5";100;;340626.28;;367255.64
31.03.2020;64801134;;"45815";"Потреб";"810";"Рубли";08.10.2007;04.10.2010;04.10.2010;3542;3542;21.07.2010;21.07.2010;80000000;80000000;;;26594104.28;26594104.28;0;;;28727220.43;28727220.43;"5";100;;26594104.28;;28727220.43
31.03.2020;64801875;"47801";;"Ипотека";"810";"Рубли";07.08.2013;07.08.2028;07.08.2028;;;;;2000000;2000000;701667.5;701667.5;;;12.25;;;;;"2";0.35;2455.84;;;
31.03.2020;64806344;"47801";"45815";"Потреб";"810";"Рубли";20.10.2006;19.10.2021;19.10.2021;1;1;31.03.2020;31.03.2020;1400000;1400000;295940.37;295940.37;14677.41;14677.41;13.5;;;3041.01;3041.01;"2";1.5;4439.11;220.16;;45.62
31.03.2020;64808053;"47801";;"Ипотека";"810";"Рубли";20.08.2008;19.08.2030;19.08.2030;;;;;3320000;3320000;2596525.98;2596525.98;;;13;;;;;"2";0.35;9087.84;;;
31.03.2020;64813772;;"45815";"Ипотека";"810";"Рубли";25.01.2008;24.01.2033;24.01.2033;1629;2983;16.10.2015;31.01.2012;6000000;6000000;;;103854.05;103854.05;0;;;2767072.78;2767072.78;"5";100;;103854.05;;2767072.78
31.03.2020;64814414;"45507";;"Ипотека";"810";"Рубли";23.07.2008;22.07.2028;22.07.2028;;;;;13480000;13480000;9260559.54;9260559.54;;;12;;;;;"2";0.5;46302.79;;;
31.03.2020;64821849;"47801";"45815";"Ипотека";"810";"Рубли";05.03.2013;05.03.2043;05.03.2043;1;1;31.03.2020;31.03.2020;1134000;1134000;1100215.59;1100215.59;419.06;419.06;13.25;;;12352.94;12352.94;"2";1.5;16503.23;6.29;;185.29
31.03.2020;64823346;;"45815";"Ипотека";"840";"Доллары США";14.02.2008;13.02.2033;13.02.2033;3163;3471;04.08.2011;30.09.2010;82000;6374065;;;9633.42;748829.82;0;;;8479.1;659101.64;"5";100;;748829.82;;659101.64
31.03.2020;64824538;"47801";;"Ипотека";"810";"Рубли";05.04.2013;05.04.2033;05.04.2033;;;;;700000;700000;235628.16;235628.16;;;12.25;;;;;"2";0.35;824.7;;;
31.03.2020;64826716;"47801";;"Ипотека";"810";"Рубли";03.07.2013;03.07.2031;03.07.2031;;;;;5000000;5000000;4450958.92;4450958.92;;;16.75;;;;;"2";3;133528.77;;;
31.03.2020;64826776;"45507";;"Ипотека";"810";"Рубли";04.10.2012;04.10.2021;04.10.2021;;;;;3174000;3174000;284534.72;284534.72;;;18.5;;;;;"2";0.5;1422.67;;;
31.03.2020;64829570;"47801";;"Ипотека";"810";"Рубли";10.08.2012;10.08.2027;10.08.2027;;;;;965000;965000;621813.34;621813.34;;;12.5;;;;;"2";0.35;2176.35;;;
31.03.2020;64832527;;"45815";"Ипотека";"810";"Рубли";22.04.2008;21.04.2022;21.04.2022;4024;3745;26.03.2009;30.12.2009;18970000;18970000;;;4258545.97;4258545.97;0.1;;;4434588.91;4434588.91;"5";100;;4258545.97;;4434588.91
31.03.2020;64834240;"47801";;"Ипотека";"810";"Рубли";27.03.2013;27.03.2038;27.03.2038;;;;;2800000;2800000;2639660.23;2639660.23;;;15.15;;;;;"2";0.35;9238.81;;;
31.03.2020;64835891;"47801";;"Ипотека";"810";"Рубли";20.12.2006;19.12.2021;19.12.2021;;;;;1254000;1254000;275618.91;275618.91;;;13.5;;;;;"2";0.5;1378.08;;;
31.03.2020;64844463;"47801";;"Ипотека";"810";"Рубли";11.04.2013;11.04.2033;11.04.2033;;;;;1835000;1835000;1618697.31;1618697.31;;;12.75;;;;;"2";0.35;5665.44;;;
31.03.2020;64851793;"45507";;"Ипотека";"810";"Рубли";17.11.2016;14.08.2027;14.08.2027;;;;;3899052.85;3899052.85;3132433.99;3132433.99;;;11.45;;;;;"2";0.35;10963.52;;;
31.03.2020;64858436;;;"Ипотека";"810";"Рубли";13.08.2007;12.08.2017;12.08.2017;;3075;;31.10.2011;4600000;4600000;;;;;0;26.62;26.62;981103.29;981103.29;"5";100;;;26.62;981103.29
31.03.2020;64864617;"47801";"45815";"Ипотека";"810";"Рубли";25.10.2013;25.10.2033;25.10.2033;1;1;31.03.2020;31.03.2020;976000;976000;474460.62;474460.62;559.29;559.29;18.25;;;7278.1;7278.1;"2";1.5;7116.91;8.39;;109.17
31.03.2020;64878652;;;"Потреб";"810";"Рубли";21.12.2010;14.07.2016;14.07.2016;;1767;;31.05.2015;15000000;15000000;;;;;0;;;33502.97;33502.97;"5";100;;;;33502.97
31.03.2020;64879050;"45507";;"Ипотека";"810";"Рубли";29.05.2014;29.05.2034;29.05.2034;;;;;1900000;1900000;160611.62;160611.62;;;13;;;;;"2";0.35;562.14;;;
31.03.2020;64882141;"45507";;"Ипотека";"810";"Рубли";04.06.2014;04.06.2029;04.06.2029;;;;;7000000;7000000;278766.06;278766.06;;;13.75;;;;;"2";0.35;975.68;;;
31.03.2020;64885202;"45507";;"Ипотека";"810";"Рубли";24.10.2012;24.10.2037;24.10.2037;;;;;3667728.12;3667728.12;1682016.68;1682016.68;;;13.75;;;;;"2";0.5;8410.08;;;
31.03.2020;64894641;"47801";;"Ипотека";"810";"Рубли";27.04.2012;31.03.2022;31.03.2022;;;;;1842152.02;1842152.02;100790.68;100790.68;;;12.25;;;;;"2";0.35;352.77;;;
31.03.2020;64896206;"47801";;"Ипотека";"810";"Рубли";25.02.2013;25.02.2028;25.02.2028;;;;;1873000;1873000;1371178.31;1371178.31;;;12.25;;;;;"2";0.35;4799.12;;;
31.03.2020;64896815;"47801";;"Ипотека";"810";"Рубли";22.10.2012;22.10.2032;22.10.2032;;;;;1345000;1345000;1146403.49;1146403.49;;;12;;;;;"2";0.35;4012.41;;;
31.03.2020;64899078;"45507";;"Ипотека";"810";"Рубли";19.04.2013;19.04.2033;19.04.2033;;;;;1800000;1800000;1610583.7;1610583.7;;;18.5;;;;;"2";0.35;5637.04;;;
31.03.2020;64902093;"47801";"45815";"Ипотека";"810";"Рубли";14.12.2011;14.12.2032;14.12.2032;1;1;31.03.2020;31.03.2020;3500000;3500000;2978357.29;2978357.29;7801.07;7801.07;12.25;;;30193.27;30193.27;"2";1.5;44675.36;117.02;;452.9
31.03.2020;64902182;;;"Ипотека";"810";"Рубли";08.07.2008;27.10.2016;27.10.2016;;1218;;30.11.2016;6225000;6225000;;;;;0;;;733237.1;733237.1;"5";100;;;;733237.1
31.03.2020;64904793;"47801";;"Ипотека";"810";"Рубли";12.07.2006;11.07.2021;11.07.2021;;;;;900000;900000;154846.14;154846.14;;;14;;;;;"2";0.35;541.96;;;
31.03.2020;64907107;;"45815";"Потреб";"810";"Рубли";18.10.2013;17.10.2018;17.10.2018;2224;2252;28.02.2014;31.01.2014;1633300;1633300;;;1499082.32;1499082.32;0;;;255209.46;255209.46;"5";100;;1499082.32;;255209.46
31.03.2020;64907750;;"45815";"Ипотека";"810";"Рубли";04.02.2008;03.02.2031;03.02.2031;4170;4170;31.10.2008;31.10.2008;2867522;2867522;;;2855676.91;2855676.91;0.1;;;1230094.36;1230094.36;"5";100;;2855676.91;;1230094.36
31.03.2020;64908570;"47801";;"Ипотека";"810";"Рубли";14.07.2011;14.07.2026;14.07.2026;;;;;2400000;2400000;1490647.55;1490647.55;;;11.25;;;;;"2";0.35;5217.27;;;
31.03.2020;64910526;"47801";;"Ипотека";"810";"Рубли";20.07.2011;20.07.2024;20.07.2024;;;;;1400000;1400000;693101.66;693101.66;;;11.25;;;;;"2";0.35;2425.86;;;
31.03.2020;64913616;"47801";"45815";"Ипотека";"810";"Рубли";19.06.2013;19.06.2028;19.06.2028;1;1;31.03.2020;31.03.2020;1100000;1100000;830526.99;830526.99;4898.24;4898.24;11.75;;;8173.59;8173.59;"2";1.5;12457.9;73.47;;122.6
31.03.2020;64919315;"47801";;"Ипотека";"810";"Рубли";17.12.2013;17.12.2023;17.12.2023;;;;;3000000;3000000;1695790.81;1695790.81;;;17.5;;;;;"3";50;847895.41;;;
31.03.2020;64923794;;;"Потреб";"810";"Рубли";21.12.2010;14.07.2016;14.07.2016;;1767;;31.05.2015;15000000;15000000;;;;;0;;;7706;7706;"5";100;;;;7706
31.03.2020;64924847;"47801";;"Ипотека";"810";"Рубли";02.04.2014;02.04.2024;02.04.2024;;;;;500000;500000;159334.9;159334.9;;;13.25;;;;;"2";3;4780.05;;;
31.03.2020;64924959;"45507";"45815";"Ипотека";"810";"Рубли";22.04.2016;10.07.2038;10.07.2038;1;1;31.03.2020;31.03.2020;2743035.17;2743035.17;2400938.91;2400938.91;2079.85;2079.85;13.5;509887.39;509887.39;29795.15;29795.15;"5";100;2400938.91;2079.85;509887.39;29795.15
31.03.2020;64932048;;"45815";"Потреб";"810";"Рубли";02.09.2015;25.08.2017;25.08.2017;1367;1367;04.07.2016;04.07.2016;140000;140000;;;118999.94;118999.94;17.8;5266.56;5266.56;75562.63;75562.63;"5";100;;118999.94;5266.56;75562.63
31.03.2020;64932762;"45507";;"Ипотека";"810";"Рубли";17.06.2016;17.05.2021;17.05.2021;;;;;4058997.8;4058997.8;1106710.61;1106710.61;;;12.25;;;;;"2";0.35;3873.49;;;
31.03.2020;64935640;"47801";;"Ипотека";"810";"Рубли";23.07.2013;23.07.2032;23.07.2032;;;;;5000000;5000000;4174900.02;4174900.02;;;13;;;;;"2";0.35;14612.15;;;
31.03.2020;64936622;"47801";;"Ипотека";"810";"Рубли";22.11.2013;22.11.2033;22.11.2033;;;;;2650000;2650000;1967210.13;1967210.13;;;12;;;;;"2";0.35;6885.24;;;
31.03.2020;64937181;;;"Потреб";"810";"Рубли";19.06.2013;19.06.2018;19.06.2018;;;;;5000000;5000000;;;;;0;;;;;"5";100;;;;
31.03.2020;64940701;;"45815";"Потреб";"840";"Доллары США";14.09.2011;02.11.2011;30.04.2014;2283;2102;31.12.2013;30.06.2014;450000;34979625;;;276747.71;21512291.37;0;;;158736.36;12338974.1;"5";100;;21512291.37;;12338974.1
31.03.2020;64941951;"45507";;"Ипотека";"840";"Доллары США";05.10.2006;04.10.2031;04.10.2031;;;;;45000;3497962.5;21337.66;1658629.66;;;7;;;;;"2";0.5;8293.15;;;
31.03.2020;64945193;"47801";;"Ипотека";"810";"Рубли";17.03.2014;17.03.2034;17.03.2034;;;;;1200000;1200000;463014.69;463014.69;;;11.5;;;;;"2";0.35;1620.55;;;
31.03.2020;64946232;"47801";;"Ипотека";"810";"Рубли";05.12.2012;05.12.2030;05.12.2030;;;;;1470000;1470000;1216424.64;1216424.64;;;13;;;;;"2";0.35;4257.49;;;
31.03.2020;64947344;"45507";"45815";"Ипотека";"840";"Доллары США";03.06.2008;02.06.2023;02.06.2023;1;1;31.03.2020;31.03.2020;200000;15546500;67139.41;5218914.19;1409.21;109541.42;13;;;711.45;55302.79;"2";1.5;78283.71;1643.12;;829.54
31.03.2020;64949202;"47801";;"Ипотека";"810";"Рубли";26.03.2012;26.03.2026;26.03.2026;;;;;1640000;1640000;1041562.35;1041562.35;;;12.75;;;;;"2";0.35;3645.47;;;
31.03.2020;64954106;"47801";;"Ипотека";"810";"Рубли";24.05.2013;24.05.2028;24.05.2028;;;;;2310000;2310000;1580038.49;1580038.49;;;21;;;;;"2";0.35;5530.13;;;
31.03.2020;64955475;"47801";"45815";"Ипотека";"810";"Рубли";25.06.2012;25.06.2022;25.06.2022;1;1;31.03.2020;31.03.2020;850000;850000;269477.19;269477.19;9398.48;9398.48;11.75;;;2665.72;2665.72;"2";1.5;4042.16;140.98;;39.99
31.03.2020;64960469;"47801";"45815";"Ипотека";"810";"Рубли";26.06.2012;26.06.2027;26.06.2027;1;1;31.03.2020;31.03.2020;1738000;1738000;682161.5;682161.5;6844.24;6844.24;12.75;;;7096.06;7096.06;"2";1.5;10232.42;102.66;;106.44
31.03.2020;64965133;;;"Потреб";"810";"Рубли";12.09.2013;08.09.2023;03.11.2016;1245;;03.11.2016;;22000000;22000000;;;;;0;;;;;"5";100;;;;
31.03.2020;64966730;;"45815";"Ипотека";"810";"Рубли";22.04.2008;21.04.2015;21.04.2015;4170;4170;31.10.2008;31.10.2008;3874910.49;3874910.49;;;3735406.3;3735406.3;0.1;;;1847105.19;1847105.19;"5";100;;3735406.3;;1847105.19
31.03.2020;64967359;"45507";"45815";"Потреб";"810";"Рубли";16.05.2013;16.05.2023;16.05.2023;1;1;31.03.2020;31.03.2020;50000000;50000000;965563.52;965563.52;19872.31;19872.31;14.75;;;12327.69;12327.69;"1";0;;;;
31.03.2020;64968096;"47801";;"Ипотека";"810";"Рубли";06.03.2013;06.03.2028;06.03.2028;;;;;1000000;1000000;739893.92;739893.92;;;12.5;;;;;"2";0.35;2589.63;;;
31.03.2020;64976938;"47801";;"Ипотека";"810";"Рубли";22.11.2013;22.11.2028;22.11.2028;;;;;3000000;3000000;1456181.55;1456181.55;;;12.75;;;;;"2";0.35;5096.64;;;
31.03.2020;64978663;;"45815";"Ипотека";"810";"Рубли";29.07.2008;28.07.2033;28.07.2033;3715;3533;29.01.2010;30.07.2010;1615000;1615000;;;255148.12;255148.12;0.1;;;46985.51;46985.51;"5";100;;255148.12;;46985.51
31.03.2020;64983886;"45507";;"Ипотека";"810";"Рубли";10.07.2013;10.07.2028;10.07.2028;;;;;1400000;1400000;1079071.16;1079071.16;;;13;;;;;"2";0.35;3776.75;;;
31.03.2020;65000084;"47801";;"Ипотека";"810";"Рубли";10.07.2014;30.06.2021;30.06.2021;;;;;650000;650000;154096.56;154096.56;;;12.55;;;;;"2";0.35;539.34;;;
31.03.2020;65001593;"45507";"45815";"Ипотека";"810";"Рубли";21.06.2013;21.06.2028;21.06.2028;1;1;31.03.2020;31.03.2020;3580000;3580000;2407515.87;2407515.87;12962.45;12962.45;13.5;;;27687.55;27687.55;"2";1.5;36112.74;194.44;;415.31
31.03.2020;65005166;"45507";"45815";"Потреб";"810";"Рубли";16.05.2013;16.05.2023;16.05.2023;1;1;31.03.2020;31.03.2020;50000000;50000000;2403458.13;2403458.13;48809.9;48809.9;14.75;;;30677.1;30677.1;"1";0;;;;
31.03.2020;65005750;"45507";;"Ипотека";"810";"Рубли";16.06.2008;15.06.2031;15.06.2031;;;;;1446000;1446000;682774.84;682774.84;;;12;;;;;"2";0.5;3413.87;;;
31.03.2020;65005836;"47801";;"Ипотека";"810";"Рубли";23.11.2012;23.11.2022;23.11.2022;;;;;7160000;7160000;2014595.81;2014595.81;;;12;;;;;"2";0.35;7051.09;;;
31.03.2020;65008397;"45507";;"Ипотека";"810";"Рубли";15.05.2014;15.05.2024;15.05.2024;;;;;3576000;3576000;1677774.48;1677774.48;;;13;;;;;"2";3;50333.24;;;
31.03.2020;65010430;"47801";;"Ипотека";"810";"Рубли";19.07.2013;19.07.2033;19.07.2033;;;;;4700000;4700000;3431619.73;3431619.73;;;13;;;;;"2";0.35;12010.67;;;
31.03.2020;65012286;"47801";;"Ипотека";"810";"Рубли";18.11.2011;18.11.2026;18.11.2026;;;;;2400000;2400000;545704.85;545704.85;;;11.25;;;;;"2";0.35;1909.97;;;
31.03.2020;65012741;"47801";;"Ипотека";"810";"Рубли";24.10.2012;24.10.2032;24.10.2032;;;;;1280000;1280000;900436.04;900436.04;;;12.25;;;;;"2";0.35;3151.53;;;
31.03.2020;65017611;"47801";;"Ипотека";"810";"Рубли";20.08.2013;20.08.2023;20.08.2023;;;;;1600000;1600000;423713.52;423713.52;;;12.25;;;;;"2";0.35;1483;;;
31.03.2020;65021370;"47801";"45815";"Ипотека";"810";"Рубли";25.11.2013;25.11.2033;25.11.2033;1;1;31.03.2020;31.03.2020;2710000;2710000;1983624.86;1983624.86;4147.86;4147.86;12.75;;;10926.07;10926.07;"2";1.5;29754.37;62.22;;163.89
31.03.2020;65027198;;"45815";"Потреб";"810";"Рубли";25.12.2013;24.12.2018;24.12.2018;1559;1528;25.12.2015;25.01.2016;900000;900000;;;555000;555000;22;30358.2;30358.2;480442.74;480442.74;"5";100;;555000;30358.2;480442.74
31.03.2020;65027480;"47801";;"Ипотека";"810";"Рубли";21.11.2007;20.11.2028;20.11.2028;;;;;3770000;3770000;2602015.66;2602015.66;;;11;;;;;"2";0.35;9107.05;;;
31.03.2020;65030563;"47801";"45815";"Ипотека";"810";"Рубли";19.11.2013;19.11.2033;19.11.2033;1;1;31.03.2020;31.03.2020;1945000;1945000;949430.17;949430.17;11925.94;11925.94;12.45;;;6927.27;6927.27;"2";1.5;14241.45;178.89;;103.91
31.03.2020;65032547;"47801";"45815";"Ипотека";"810";"Рубли";30.06.2008;29.06.2028;29.06.2028;1;1;31.03.2020;31.03.2020;1790000;1790000;1258124.77;1258124.77;7077.94;7077.94;13;;;13931.06;13931.06;"2";1.5;18871.87;106.17;;208.97
31.03.2020;65033856;;"45815";"Ипотека";"810";"Рубли";26.09.2007;25.09.2016;25.09.2016;4170;4170;31.10.2008;31.10.2008;4775265;4775265;;;4466812.8;4466812.8;0.1;;;1920375.45;1920375.45;"5";100;;4466812.8;;1920375.45
31.03.2020;65035205;"47801";;"Ипотека";"810";"Рубли";10.06.2008;09.06.2025;09.06.2025;;;;;4000000;4000000;1619955.38;1619955.38;;;13.5;;;;;"2";0.35;5669.84;;;
31.03.2020;65035504;"47801";;"Ипотека";"810";"Рубли";21.10.2013;21.10.2028;21.10.2028;;;;;700000;700000;269396.09;269396.09;;;12;;;;;"2";0.35;942.89;;;
31.03.2020;65037905;"47801";;"Ипотека";"810";"Рубли";28.11.2013;28.11.2028;28.11.2028;;;;;3300000;3300000;2557750.05;2557750.05;;;12.5;;;;;"2";0.35;8952.13;;;
31.03.2020;65038857;;"45815";"Ипотека";"810";"Рубли";15.08.2012;15.08.2032;15.08.2032;1905;2312;13.01.2015;02.12.2013;984000;984000;;;59617.2;59617.2;0;;;330568.5;330568.5;"5";100;;59617.2;;330568.5
31.03.2020;65042172;"45507";"45815";"Ипотека";"810";"Рубли";08.08.2013;08.08.2032;08.08.2032;1;1;31.03.2020;31.03.2020;3432000;3432000;2748711.13;2748711.13;6285.6;6285.6;14.25;;;28726.17;28726.17;"2";1.5;41230.67;94.28;;430.89
31.03.2020;65043715;"47801";;"Ипотека";"810";"Рубли";22.08.2006;21.08.2021;21.08.2021;;;;;3400000;3400000;618336.76;618336.76;;;14;;;;;"2";0.35;2164.18;;;
31.03.2020;65046368;"45507";;"Ипотека";"810";"Рубли";30.10.2013;30.10.2033;30.10.2033;;;;;1380000;1380000;1238772.91;1238772.91;;;13.55;;;;;"2";0.35;4335.71;;;
