"DT";"DEAL_ID";"BALMAIN";"BALPRMN";"PRODUCT";"CURCODENUM";"CURCODE";"DOCBEGINDATE";"ENDDATEWOPROLONG";"ENDDATEWITHPROLONG";"OVERDUETERMMAINDAY";"OVERDUETERMPERCDAY";"OVERDUEDATEMAIN";"OVERDUEDATEPERC";"DOCSUMCUR";"DOCSUMRUR";"MAINRESTCUR";"MAINRESTRUR";"PRMNRESTCUR";"PRMNRESTRUR";"DOCPROCRATE";"SUMNACHPERCBALCUR";"SUMNACHPERCBALRUR";"SUMPRPERCBALCUR";"SUMPRPERCBALRUR";"RISKGROUP254";"RESERVERATERPBU";"SUMRESERVEMAINRPBU";"SUMRESERVEPRMNRPBU";"SUMRESERVEPRMN";"SUMRESERVEPRPR"
31.07.2020;65479551;"47801";"45815";"Ипотека";"810";"Рубли";18.03.2013;31.08.2033;31.08.2033;1;1;31.07.2020;31.07.2020;2300000;2300000;2020901.81;2020901.81;5030.66;5030.66;12.75;129600.25;129600.25;20817.53;20817.53;"2";1.5;30313.53;75.46;1944.01;312.26
31.07.2020;65481490;;"45815";"Ипотека";"810";"Рубли";05.12.2007;04.12.2022;04.12.2022;2619;2619;31.05.2013;31.05.2013;1918620;1918620;;;1592799.89;1592799.89;13;;;1501876.52;1501876.52;"5";100;;1592799.89;;1501876.52
31.07.2020;65482612;"47801";"45815";"Ипотека";"810";"Рубли";19.12.2011;19.12.2041;19.12.2041;1;1;31.07.2020;31.07.2020;1000000;1000000;949380.27;949380.27;628.01;628.01;12.25;;;9838.79;9838.79;"2";1.5;14240.7;9.42;;147.58
31.07.2020;65483414;;;"Потреб";"810";"Рубли";21.12.2010;14.07.2016;14.07.2016;;1889;;31.05.2015;15000000;15000000;;;;;0;;;5025.32;5025.32;"5";100;;;;5025.32
31.07.2020;65484985;"47801";;"Ипотека";"810";"Рубли";20.05.2008;20.05.2028;20.05.2028;;;;;1170000;1170000;773755.95;773755.95;;;12;;;;;"2";0.35;2708.15;;;
31.07.2020;65491805;"47801";;"Ипотека";"810";"Рубли";27.08.2008;26.08.2023;26.08.2023;;;;;1300000;1300000;377428.41;377428.41;;;12;;;;;"2";0.35;1321;;;
31.07.2020;65496685;"47801";;"Ипотека";"810";"Рубли";03.05.2012;03.05.2027;03.05.2027;;;;;2800000;2800000;682296.99;682296.99;;;12.25;;;;;"2";0.35;2388.04;;;
31.07.2020;65496854;;"45815";"Ипотека";"810";"Рубли";24.10.2007;23.10.2021;23.10.2021;4292;4292;31.10.2008;31.10.2008;3511530;3511530;;;3422360.55;3422360.55;0.1;;;1474530.45;1474530.45;"5";100;;3422360.55;;1474530.45
31.07.2020;65512513;"47801";;"Ипотека";"810";"Рубли";18.02.2013;18.02.2033;18.02.2033;;;;;1100000;1100000;960559.97;960559.97;;;13.5;;;;;"2";0.35;3361.96;;;
31.07.2020;65513466;"47801";;"Ипотека";"810";"Рубли";14.09.2011;31.08.2026;31.08.2026;;;;;2361856.25;2361856.25;1272332.16;1272332.16;;;11.25;;;;;"2";0.35;4453.16;;;
31.07.2020;65513855;"47801";;"Ипотека";"810";"Рубли";29.04.2013;29.04.2033;29.04.2033;;;;;2300000;2300000;1994968.38;1994968.38;;;12.75;;;;;"2";0.35;6982.39;;;
31.07.2020;65521416;;"45815";"Ипотека";"810";"Рубли";29.05.2013;03.12.2019;03.12.2019;367;334;31.07.2019;02.09.2019;1600000;1600000;;;1047833.48;1047833.48;12.75;;;129528.05;129528.05;"5";100;;1047833.48;;129528.05
31.07.2020;65530129;"47801";;"Ипотека";"810";"Рубли";29.05.2014;29.05.2024;29.05.2024;;;;;500000;500000;127067.72;127067.72;;;12;;;;;"2";0.35;444.74;;;
31.07.2020;65530936;"45507";;"Ипотека";"810";"Рубли";25.12.2007;24.12.2032;24.12.2032;;;;;1295000;1295000;1048554.47;1048554.47;;;12;;;;;"2";0.5;5242.77;;;
31.07.2020;65533598;;"45815";"Ипотека";"810";"Рубли";22.08.2012;11.01.2019;11.01.2019;913;334;31.01.2018;02.09.2019;2000000;2000000;;;1492111.17;1492111.17;21;;;251652.83;251652.83;"5";100;;1492111.17;;251652.83
31.07.2020;65535251;;"45815";"Потреб";"810";"Рубли";25.09.2013;03.11.2016;03.11.2016;1367;;03.11.2016;;8000000;8000000;;;2531056.96;2531056.96;0;;;;;"5";100;;2531056.96;;
31.07.2020;65538979;"47801";"45815";"Ипотека";"810";"Рубли";23.12.2013;23.12.2033;23.12.2033;1;1;31.07.2020;31.07.2020;1200000;1200000;1098420.51;1098420.51;1828.47;1828.47;15.5;;;14069.29;14069.29;"3";8;87873.64;146.28;;1125.55
31.07.2020;65546971;"47801";;"Ипотека";"810";"Рубли";06.09.2012;06.09.2042;06.09.2042;;;;;3200000;3200000;3078474.27;3078474.27;;;13;;;;;"2";0.35;10774.66;;;
31.07.2020;65551855;"45507";;"Ипотека";"810";"Рубли";24.12.2007;23.12.2021;23.12.2021;;;;;2914330;2914330;518613.8;518613.8;;;13;;;;;"2";1;5186.14;;;
31.07.2020;66216278;"45507";"45815";"Ипотека";"810";"Рубли";20.01.2017;15.01.2038;15.01.2038;1;1;31.07.2020;31.07.2020;17233248.45;17233248.45;16301140.96;16301140.96;22485.05;22485.05;11.45;;;153493.33;153493.33;"2";1.5;244517.12;337.28;;2302.4
31.07.2020;211528361;"47801";;"Ипотека";"810";"Рубли";29.04.2017;31.03.2026;31.03.2026;;;;;3749472.08;3749472.08;2876627.68;2876627.68;;;13;;;;;"2";0.35;10068.2;;;
31.07.2020;309272232;;"45815";"Потреб";"810";"Рубли";07.04.2017;10.09.2018;10.09.2018;1097;1034;31.07.2017;02.10.2017;4000000;4000000;;;3974762.92;3974762.92;17.2;;;1979101.03;1979101.03;"5";100;;3974762.92;;1979101.03
31.07.2020;345200147;;"45817";"Потреб";"810";"Рубли";13.04.2017;27.03.2019;27.03.2019;570;570;09.01.2019;09.01.2019;5000000;5000000;;;3858435.24;3858435.24;0;;;189043.91;189043.91;"5";100;;3858435.24;;189043.91
31.07.2020;345200306;"45507";;"Ипотека";"810";"Рубли";18.04.2017;20.05.2033;20.05.2033;;;;;7284170.85;7284170.85;4671817.74;4671817.74;;;11.45;;;;;"2";0.35;16351.36;;;
31.07.2020;378187973;"47801";;"Ипотека";"810";"Рубли";25.05.2016;02.05.2028;02.05.2028;;;;;1062063.63;1062063.63;624147.73;624147.73;;;13.25;;;;;"2";0.35;2184.52;;;
31.07.2020;382707367;"47801";"45815";"Ипотека";"810";"Рубли";11.10.2016;30.09.2031;30.09.2031;1;1;31.07.2020;31.07.2020;3313820.24;3313820.24;3020175.22;3020175.22;9124.69;9124.69;13.5;;;33971.22;33971.22;"2";1.5;45302.63;136.87;;509.57
31.07.2020;400741545;"47801";;"Ипотека";"810";"Рубли";09.11.2016;31.10.2031;31.10.2031;;;;;2485534.89;2485534.89;2260047.85;2260047.85;;;13;;;;;"2";0.35;7910.17;;;
31.07.2020;400741946;"47802";;"Ипотека";"810";"Рубли";21.07.2016;30.06.2022;30.06.2022;;;;;1399432.64;1399432.64;651985.1;651985.1;;;13.75;;;;;"2";0.35;2281.95;;;
31.07.2020;400742254;"47801";;"Ипотека";"810";"Рубли";18.10.2016;30.09.2026;30.09.2026;;;;;1390448.94;1390448.94;1101195.9;1101195.9;;;13.5;;;;;"2";0.35;3854.19;;;
31.07.2020;400742351;"47801";;"Ипотека";"810";"Рубли";28.12.2016;31.12.2027;31.12.2027;;;;;4497921.41;4497921.41;3155378.33;3155378.33;;;13;169108.43;169108.43;;;"2";0.35;11043.82;;591.89;
31.07.2020;633843244;"45507";;"Потреб";"810";"Рубли";09.06.2017;09.06.2022;09.06.2022;;;;;30000000;30000000;30000000;30000000;;;11.25;;;;;"1";0;;;;
31.07.2020;653145490;"45507";;"Потреб";"810";"Рубли";14.06.2017;13.06.2022;13.06.2022;;;;;80000000;80000000;80000000;80000000;;;11.25;;;;;"1";0;;;;
31.07.2020;1697751688;"45507";;"Ипотека";"810";"Рубли";29.08.2017;10.05.2031;10.05.2031;;;;;5740363.75;5740363.75;5086755.23;5086755.23;;;10.5;;;;;"3";50;2543377.62;;;
31.07.2020;3535342339;;"45815";"Ипотека";"810";"Рубли";10.11.2017;30.11.2017;30.11.2017;995;995;10.11.2017;10.11.2017;209223386.43;209223386.43;;;110528447.46;110528447.46;0;;;15227740.42;15227740.42;"5";100;;110528447.46;;15227740.42
31.07.2020;3608589974;"45507";;"Ипотека";"810";"Рубли";13.07.2017;14.05.2025;14.05.2025;;;;;3551992.12;3551992.12;1745108.06;1745108.06;;;10.5;457866.07;457866.07;;;"3";50;872554.03;;228933.04;
31.07.2020;5061509783;"45507";;"Ипотека";"810";"Рубли";24.01.2018;06.03.2033;06.03.2033;;;;;9854651.4;9854651.4;8946298.42;8946298.42;;;8.8;;;;;"3";50;4473149.21;;;
31.07.2020;12088277026;;"45815";"Ипотека";"810";"Рубли";17.10.2018;17.10.2018;17.10.2018;654;;17.10.2018;;5633496.38;5633496.38;;;5613234.06;5613234.06;0;;;;;"5";100;;5613234.06;;
31.07.2020;13221749485;;"45815";"Ипотека";"810";"Рубли";06.12.2018;07.12.2018;07.12.2018;604;604;06.12.2018;06.12.2018;20695904.87;20695904.87;;;10859360.33;10859360.33;0;;;5427038.66;5427038.66;"5";100;;10859360.33;;5427038.66
31.07.2020;16395361577;"45507";;"Ипотека";"810";"Рубли";17.04.2019;10.08.2041;10.08.2041;;;;;9106444.92;9106444.92;4955230.21;4955230.21;;;9.95;;;;;"2";0.35;17343.31;;;
31.07.2020;16600788540;"45507";;"Ипотека";"810";"Рубли";01.04.2019;31.03.2032;31.03.2032;;;;;9345062.45;9345062.45;4233456.84;4233456.84;;;8.6;;;;;"5";100;4233456.84;;;
31.07.2020;20593724982;"45507";;"Ипотека";"810";"Рубли";03.06.2019;02.06.2031;02.06.2031;;;;;7166970.66;7166970.66;6808790.85;6808790.85;;;9;3553169.72;3553169.72;;;"4";51;3472483.33;;1812116.56;
31.07.2020;20757944533;;"45815";"Ипотека";"810";"Рубли";07.10.2019;07.10.2019;07.10.2019;299;299;07.10.2019;07.10.2019;12674163.57;12674163.57;;;3798757.08;3798757.08;0;;;3332540.47;3332540.47;"5";100;;3798757.08;;3332540.47
31.08.2020;6943416;;"45815";"Пенсионеры";"810";"Рубли";24.05.2011;24.05.2013;24.05.2013;3077;2689;30.03.2012;22.04.2013;41000;41000;;;21463.4;21463.4;0;;;4523.44;4523.44;"5";100;;21463.4;;4523.44
31.08.2020;6944919;;"45815";"Пенсионеры";"810";"Рубли";29.12.2010;28.12.2012;28.12.2012;2784;2722;17.01.2013;20.03.2013;88000;88000;;;57469.55;57469.55;0;;;4273.67;4273.67;"5";100;;57469.55;;4273.67
31.08.2020;6945967;;"45815";"Авто";"810";"Рубли";05.08.2008;05.08.2013;05.08.2013;3627;2711;27.09.2010;31.03.2013;559521;559521;;;545748.86;545748.86;12;;;148229.35;148229.35;"5";100;;545748.86;;148229.35
31.08.2020;6946949;;"45815";"Авто";"810";"Рубли";23.10.2007;22.10.2012;22.10.2012;3627;3627;27.09.2010;27.09.2010;522000;522000;;;388836.58;388836.58;12;;;129796.57;129796.57;"5";100;;388836.58;;129796.57
31.08.2020;6949068;;"45815";"Авто";"810";"Рубли";30.11.2007;29.11.2012;29.11.2012;3627;3473;27.09.2010;28.02.2011;1022244;1022244;;;654600.59;654600.59;12;;;206338.35;206338.35;"5";100;;654600.59;;206338.35
31.08.2020;6951131;;;"Авто";"810";"Рубли";17.10.2007;12.10.2012;12.10.2012;;1470;;23.08.2016;1000000;1000000;;;;;0;;;82194.91;82194.91;"5";100;;;;82194.91
31.08.2020;6953545;;"45815";"Авто";"810";"Рубли";05.10.2007;02.10.2012;02.10.2012;3627;3627;27.09.2010;27.09.2010;932900;932900;;;638944.05;638944.05;12;;;188276.01;188276.01;"5";100;;638944.05;;188276.01
31.08.2020;6954747;;"45815";"Авто";"810";"Рубли";01.04.2008;29.03.2013;29.03.2013;3627;3381;27.09.2010;31.05.2011;747000;747000;;;458788.59;458788.59;12;;;99673.78;99673.78;"5";100;;458788.59;;99673.78
31.08.2020;6955318;;"45815";"Авто";"810";"Рубли";24.03.2008;22.03.2013;22.03.2013;2720;;22.03.2013;;950000;950000;;;15243.72;15243.72;12;;;;;"5";100;;15243.72;;
31.08.2020;6959610;;"45815";"Авто";"810";"Рубли";18.08.2008;17.08.2013;17.08.2013;3627;3473;27.09.2010;28.02.2011;1485000;1485000;;;1105992.12;1105992.12;12;;;428192.11;428192.11;"5";100;;1105992.12;;428192.11
31.08.2020;6962902;;"45815";"Авто";"810";"Рубли";20.09.2007;19.09.2012;19.09.2012;3351;3289;30.06.2011;31.08.2011;495000;495000;;;157917.66;157917.66;12;;;11077.9;11077.9;"5";100;;157917.66;;11077.9
31.08.2020;8137558;;"45815";"Пенсионеры";"810";"Рубли";07.06.2012;22.06.2015;22.06.2015;1792;1747;06.10.2015;20.11.2015;100000;100000;;;34.38;34.38;25.5;1.01;1.01;41.97;41.97;"5";100;;34.38;1.01;41.97
31.08.2020;9374963;;"45815";"Пенсионеры";"810";"Рубли";26.09.2012;21.09.2015;21.09.2015;1992;1716;20.03.2015;21.12.2015;62000;62000;;;14347.94;14347.94;25.5;419.85;419.85;17105.27;17105.27;"5";100;;14347.94;419.85;17105.27
31.08.2020;9415363;;"45815";"Пенсионеры";"810";"Рубли";05.10.2012;20.10.2015;20.10.2015;1798;1778;30.09.2015;20.10.2015;58000;58000;;;4632.1;4632.1;25.5;135.54;135.54;5876.03;5876.03;"5";100;;4632.1;135.54;5876.03
31.08.2020;15309068;;"45815";"Пенсионеры";"810";"Рубли";29.01.2013;20.01.2016;20.01.2016;1831;1831;28.08.2015;28.08.2015;100000;100000;;;21014.32;21014.32;25.5;614.93;614.93;27086.2;27086.2;"5";100;;21014.32;614.93;27086.2
31.08.2020;15374094;;"45815";"Пенсионеры";"810";"Рубли";11.02.2013;24.02.2016;24.02.2016;1778;1747;20.10.2015;20.11.2015;100000;100000;;;17666.27;17666.27;25.5;516.95;516.95;21643.06;21643.06;"5";100;;17666.27;516.95;21643.06
31.08.2020;15414195;;;"Пенсионеры";"810";"Рубли";18.02.2013;20.04.2015;20.04.2015;;1289;;20.02.2017;100000;100000;;;;;0;;;27191.66;27191.66;"5";100;;;;27191.66
31.08.2020;15726104;;"45815";"Пенсионеры";"810";"Рубли";18.04.2013;20.04.2016;20.04.2016;1651;1651;24.02.2016;24.02.2016;74000;74000;;;7426.47;7426.47;25.5;217.31;217.31;8642.94;8642.94;"5";100;;7426.47;217.31;8642.94
31.08.2020;15752308;;"45815";"Пенсионеры";"810";"Рубли";23.04.2013;20.04.2016;20.04.2016;1651;1651;24.02.2016;24.02.2016;100000;100000;;;9276.5;9276.5;25.5;271.45;271.45;10818.51;10818.51;"5";100;;9276.5;271.45;10818.51
31.08.2020;15847677;;"45815";"Пенсионеры";"810";"Рубли";16.05.2013;20.05.2016;20.05.2016;1651;1625;24.02.2016;21.03.2016;67000;67000;;;8102.11;8102.11;25.5;237.09;237.09;9238.9;9238.9;"5";100;;8102.11;237.09;9238.9
31.08.2020;16105024;;"45815";"Пенсионеры";"810";"Рубли";05.07.2013;20.07.2016;20.07.2016;1625;1595;21.03.2016;20.04.2016;88000;88000;;;15407.5;15407.5;25.5;450.86;450.86;17240.81;17240.81;"5";100;;15407.5;450.86;17240.81
31.08.2020;16132911;;"45815";"Пенсионеры";"810";"Рубли";11.07.2013;20.07.2016;20.07.2016;1625;1625;21.03.2016;21.03.2016;66000;66000;;;12086.46;12086.46;25.5;353.67;353.67;13787.49;13787.49;"5";100;;12086.46;353.67;13787.49
31.08.2020;16303004;;"45815";"Пенсионеры";"810";"Рубли";20.08.2013;20.06.2016;20.06.2016;1686;1686;20.01.2016;20.01.2016;100000;100000;;;21564.45;21564.45;25.5;631.02;631.02;25550.58;25550.58;"5";100;;21564.45;631.02;25550.58
31.08.2020;16438466;;"45815";"Пенсионеры";"810";"Рубли";18.09.2013;20.09.2016;20.09.2016;1625;1595;21.03.2016;20.04.2016;100000;100000;;;23347.19;23347.19;25.5;683.2;683.2;26124.59;26124.59;"5";100;;23347.19;683.2;26124.59
31.08.2020;16449069;;"45815";"Пенсионеры";"810";"Рубли";20.09.2013;20.09.2016;20.09.2016;1498;1498;26.07.2016;26.07.2016;67000;67000;;;6538.18;6538.18;25.5;191.32;191.32;6913.9;6913.9;"5";100;;6538.18;191.32;6913.9
31.08.2020;16496475;;"45815";"Пенсионеры";"810";"Рубли";25.09.2013;20.09.2016;20.09.2016;1992;1961;20.03.2015;20.04.2015;98000;98000;;;57840.19;57840.19;25.5;1692.54;1692.54;79509.6;79509.6;"5";100;;57840.19;1692.54;79509.6
31.08.2020;16529185;;"45815";"Пенсионеры";"810";"Рубли";03.10.2013;20.10.2016;20.10.2016;1686;1686;20.01.2016;20.01.2016;66000;66000;;;23725.23;23725.23;25.5;694.26;694.26;28068.6;28068.6;"5";100;;23725.23;694.26;28068.6
31.08.2020;16558445;;"45815";"Пенсионеры";"810";"Рубли";09.10.2013;20.10.2016;20.10.2016;1565;1565;20.05.2016;20.05.2016;100000;100000;;;22002.08;22002.08;25.5;643.84;643.84;24172.32;24172.32;"5";100;;22002.08;643.84;24172.32
31.08.2020;16750403;;"45815";"Пенсионеры";"810";"Рубли";07.11.2013;20.11.2015;20.11.2015;1860;1839;30.07.2015;20.08.2015;100000;100000;;;24808.96;24808.96;23.9;680.42;680.42;30437.34;30437.34;"5";100;;24808.96;680.42;30437.34
31.08.2020;17068655;;"45815";"Пенсионеры";"810";"Рубли";14.11.2013;21.11.2016;21.11.2016;1778;1778;20.10.2015;20.10.2015;66000;66000;;;32886.04;32886.04;25.5;962.32;962.32;41638.58;41638.58;"5";100;;32886.04;962.32;41638.58
31.08.2020;17069716;;"45815";"Пенсионеры";"810";"Рубли";14.11.2013;21.11.2016;21.11.2016;1651;1595;24.02.2016;20.04.2016;100000;100000;;;32459.59;32459.59;25.5;949.84;949.84;36568.77;36568.77;"5";100;;32459.59;949.84;36568.77
31.08.2020;17088141;;"45815";"Пенсионеры";"810";"Рубли";18.11.2013;21.11.2016;21.11.2016;1412;1412;20.10.2016;20.10.2016;66000;66000;;;4089.92;4089.92;25.5;119.68;119.68;4067.58;4067.58;"5";100;;4089.92;119.68;4067.58
31.08.2020;17110239;;"45815";"Пенсионеры";"810";"Рубли";21.11.2013;21.11.2016;21.11.2016;1707;1707;30.12.2015;30.12.2015;77000;77000;;;30879.94;30879.94;25.5;903.61;903.61;37161.01;37161.01;"5";100;;30879.94;903.61;37161.01
31.08.2020;17229336;;"45815";"Пенсионеры";"810";"Рубли";28.11.2013;21.11.2016;21.11.2016;1716;1716;21.12.2015;21.12.2015;80000;80000;;;31485.5;31485.5;25.5;921.34;921.34;37908.73;37908.73;"5";100;;31485.5;921.34;37908.73
31.08.2020;20953728;;"45815";"Пенсионеры";"810";"Рубли";03.12.2013;20.12.2016;20.12.2016;1471;1471;22.08.2016;22.08.2016;100000;100000;;;19135.97;19135.97;25.5;559.96;559.96;19833.76;19833.76;"5";100;;19135.97;559.96;19833.76
31.08.2020;21112133;;"45815";"Пенсионеры";"810";"Рубли";16.12.2013;20.12.2016;20.12.2016;1534;1534;20.06.2016;20.06.2016;66000;66000;;;16168.27;16168.27;25.5;473.12;473.12;17422.79;17422.79;"5";100;;16168.27;473.12;17422.79
31.08.2020;21260315;;;"Пенсионеры";"810";"Рубли";26.12.2013;20.12.2016;20.12.2016;;1289;;20.02.2017;100000;100000;;;;;0;;;25428.69;25428.69;"5";100;;;;25428.69
31.08.2020;25560502;;"45815";"Пенсионеры";"810";"Рубли";28.01.2014;20.01.2016;20.01.2016;1747;1747;20.11.2015;20.11.2015;84000;84000;;;11262.26;11262.26;23.9;308.88;308.88;12815.2;12815.2;"5";100;;11262.26;308.88;12815.2
31.08.2020;25562419;;"45815";"Пенсионеры";"810";"Рубли";28.01.2014;20.01.2017;20.01.2017;1716;1716;21.12.2015;21.12.2015;89000;89000;;;40436.23;40436.23;25.5;1183.26;1183.26;48680.96;48680.96;"5";100;;40436.23;1183.26;48680.96
31.08.2020;25580151;;"45815";"Пенсионеры";"810";"Рубли";29.01.2014;20.01.2016;20.01.2016;1838;1838;21.08.2015;21.08.2015;50000;50000;;;13744.14;13744.14;23.9;376.95;376.95;16615.79;16615.79;"5";100;;13744.14;376.95;16615.79
31.08.2020;25583423;;"45815";"Пенсионеры";"810";"Рубли";29.01.2014;20.01.2017;20.01.2017;1565;1565;20.05.2016;20.05.2016;71000;71000;;;20980.94;20980.94;25.5;613.95;613.95;23042.54;23042.54;"5";100;;20980.94;613.95;23042.54
31.08.2020;25745051;;"45815";"Пенсионеры";"810";"Рубли";12.02.2014;20.02.2017;20.02.2017;1681;1681;25.01.2016;25.01.2016;90000;90000;;;42342.94;42342.94;25.5;1239.05;1239.05;50086.35;50086.35;"5";100;;42342.94;1239.05;50086.35
31.08.2020;26819778;;"45815";"Пенсионеры";"810";"Рубли";27.02.2014;20.02.2017;20.02.2017;2080;2265;22.12.2014;20.06.2014;69000;69000;;;52975.39;52975.39;25.5;1550.18;1550.18;96760.43;96760.43;"5";100;;52975.39;1550.18;96760.43
31.08.2020;27402100;;"45815";"Пенсионеры";"810";"Рубли";14.04.2014;20.04.2017;20.04.2017;1565;1534;20.05.2016;20.06.2016;50000;50000;;;19699.88;19699.88;25.5;576.46;576.46;21207.33;21207.33;"5";100;;19699.88;576.46;21207.33
31.08.2020;27418135;;"45815";"Пенсионеры";"810";"Рубли";15.04.2014;20.04.2016;20.04.2016;1778;1778;20.10.2015;20.10.2015;100000;100000;;;33432.68;33432.68;23.9;916.93;916.93;39072.97;39072.97;"5";100;;33432.68;916.93;39072.97
31.08.2020;27527707;;"45815";"Пенсионеры";"810";"Рубли";24.04.2014;20.04.2017;20.04.2017;1686;1686;20.01.2016;20.01.2016;100000;100000;;;52046.76;52046.76;25.5;1523.01;1523.01;61581.51;61581.51;"5";100;;52046.76;1523.01;61581.51
31.08.2020;27527782;;"45815";"Пенсионеры";"810";"Рубли";24.04.2014;20.04.2017;20.04.2017;1320;1320;20.01.2017;20.01.2017;73000;73000;;;9509.83;9509.83;25.5;278.28;278.28;8844.7;8844.7;"5";100;;9509.83;278.28;8844.7
31.08.2020;27599445;;"45815";"Пенсионеры";"810";"Рубли";30.04.2014;20.04.2017;20.04.2017;1730;2020;07.12.2015;20.02.2015;73000;73000;;;34422.14;34422.14;25.5;1007.27;1007.27;72853.44;72853.44;"5";100;;34422.14;1007.27;72853.44
31.08.2020;27674156;;"45815";"Пенсионеры";"810";"Рубли";08.05.2014;22.05.2017;22.05.2017;1595;1595;20.04.2016;20.04.2016;70000;70000;;;33418.49;33418.49;25.5;977.9;977.9;37384.79;37384.79;"5";100;;33418.49;977.9;37384.79
31.08.2020;27784863;;"45815";"Пенсионеры";"810";"Рубли";16.05.2014;22.05.2017;22.05.2017;1408;1412;24.10.2016;20.10.2016;88000;88000;;;24646.93;24646.93;25.5;721.22;721.22;24436.86;24436.86;"5";100;;24646.93;721.22;24436.86
31.08.2020;27785687;;"45815";"Пенсионеры";"810";"Рубли";16.05.2014;22.05.2017;22.05.2017;1778;1778;20.10.2015;20.10.2015;69000;69000;;;43711.41;43711.41;25.5;1279.09;1279.09;54466.33;54466.33;"5";100;;43711.41;1279.09;54466.33
31.08.2020;27811616;;"45815";"Пенсионеры";"810";"Рубли";19.05.2014;22.08.2016;22.08.2016;1595;1595;20.04.2016;20.04.2016;100000;100000;;;22022.59;22022.59;25.5;644.43;644.43;24206.67;24206.67;"5";100;;22022.59;644.43;24206.67
31.08.2020;27929228;;"45815";"Пенсионеры";"810";"Рубли";23.05.2014;22.05.2017;22.05.2017;1716;1716;21.12.2015;21.12.2015;100000;100000;;;57474.16;57474.16;25.5;1681.83;1681.83;69184.21;69184.21;"5";100;;57474.16;1681.83;69184.21
31.08.2020;27993306;;"45815";"Пенсионеры";"810";"Рубли";27.05.2014;22.05.2017;22.05.2017;1540;1540;14.06.2016;14.06.2016;73000;73000;;;33320.63;33320.63;25.5;975.03;975.03;37300.34;37300.34;"5";100;;33320.63;975.03;37300.34
31.08.2020;28018791;;"45815";"Пенсионеры";"810";"Рубли";28.05.2014;22.05.2017;22.05.2017;1565;1565;20.05.2016;20.05.2016;29000;29000;;;12346.79;12346.79;25.5;361.29;361.29;13555.84;13555.84;"5";100;;12346.79;361.29;13555.84
31.08.2020;28101441;;"45815";"Пенсионеры";"810";"Рубли";03.06.2014;20.06.2017;20.06.2017;1198;1198;22.05.2017;22.05.2017;75000;75000;;;6264.03;6264.03;25.5;183.3;183.3;5303.07;5303.07;"5";100;;6264.03;183.3;5303.07
31.08.2020;28167806;;"45815";"Пенсионеры";"810";"Рубли";06.06.2014;20.06.2017;20.06.2017;1642;;04.03.2016;;100000;100000;;;53712.9;53712.9;25.5;;;;;"5";100;;53712.9;;
31.08.2020;28190957;;"45815";"Пенсионеры";"810";"Рубли";09.06.2014;20.06.2017;20.06.2017;1807;1807;21.09.2015;21.09.2015;90000;90000;;;62269.49;62269.49;25.5;1822.15;1822.15;78952.91;78952.91;"5";100;;62269.49;1822.15;78952.91
31.08.2020;28820307;;"45815";"Пенсионеры";"810";"Рубли";25.06.2014;20.06.2017;20.06.2017;1595;1595;20.04.2016;20.04.2016;50000;50000;;;24378.13;24378.13;25.5;713.36;713.36;27288.76;27288.76;"5";100;;24378.13;713.36;27288.76
31.08.2020;28977259;;"45815";"Пенсионеры";"810";"Рубли";08.07.2014;20.07.2016;20.07.2016;2038;2020;02.02.2015;20.02.2015;100000;100000;;;82486.12;82486.12;23.9;2262.28;2262.28;111104.55;111104.55;"5";100;;82486.12;2262.28;111104.55
31.08.2020;29172231;;"45815";"Пенсионеры";"810";"Рубли";23.07.2014;20.07.2016;20.07.2016;1595;1595;20.04.2016;20.04.2016;35000;35000;;;6584.76;6584.76;23.9;180.59;180.59;6901.01;6901.01;"5";100;;6584.76;180.59;6901.01
31.08.2020;29312978;;"45815";"Пенсионеры";"810";"Рубли";01.08.2014;21.08.2017;21.08.2017;1747;1747;20.11.2015;20.11.2015;100000;100000;;;69979.62;69979.62;25.5;2047.76;2047.76;85740.04;85740.04;"5";100;;69979.62;2047.76;85740.04
31.08.2020;29369937;;"45815";"Пенсионеры";"810";"Рубли";06.08.2014;21.08.2017;21.08.2017;1793;1793;05.10.2015;05.10.2015;99000;99000;;;73546.03;73546.03;25.5;2152.13;2152.13;93220.69;93220.69;"5";100;;73546.03;2152.13;93220.69
31.08.2020;29390923;;"45815";"Пенсионеры";"810";"Рубли";07.08.2014;21.08.2017;21.08.2017;1555;1555;30.05.2016;30.05.2016;62000;62000;;;31450.58;31450.58;25.5;;;540.72;540.72;"5";100;;31450.58;;540.72
31.08.2020;29427102;;"45815";"Пенсионеры";"810";"Рубли";08.08.2014;22.08.2016;22.08.2016;1747;1747;20.11.2015;20.11.2015;100000;100000;;;47222.08;47222.08;23.9;1295.13;1295.13;54250.71;54250.71;"5";100;;47222.08;1295.13;54250.71
31.08.2020;29521864;;"45815";"Пенсионеры";"810";"Рубли";13.08.2014;21.08.2017;21.08.2017;1565;1565;20.05.2016;20.05.2016;60000;60000;;;31730.31;31730.31;25.5;928.5;928.5;34832.75;34832.75;"5";100;;31730.31;928.5;34832.75
31.08.2020;29634668;;"45815";"Пенсионеры";"810";"Рубли";21.08.2014;21.08.2017;21.08.2017;1715;1931;22.12.2015;20.05.2015;65000;65000;;;49815.79;49815.79;25.5;1457.72;1457.72;71171.03;71171.03;"5";100;;49815.79;1457.72;71171.03
